,state,county,poverty_percent_15,median_household_income_15
652,IL,Jersey County,11.4,"53,864"
653,IL,Jo Daviess County,9.4,"51,201"
654,IL,Johnson County,14.3,"46,838"
655,IL,Kane County,10.8,"70,502"
656,IL,Kankakee County,15.2,"53,227"
657,IL,Kendall County,4.8,"88,773"
658,IL,Knox County,17.2,"43,796"
659,IL,Lake County,9.0,"82,160"
660,IL,La Salle County,12.9,"52,316"
661,IL,Lawrence County,17.7,"43,268"
662,IL,Lee County,12.7,"52,581"
663,IL,Livingston County,12.8,"55,474"
664,IL,Logan County,13.7,"58,191"
665,IL,McDonough County,22.8,"42,453"
666,IL,McHenry County,8.1,"80,513"
667,IL,McLean County,11.7,"65,766"
668,IL,Macon County,18.2,"48,302"
669,IL,Macoupin County,13.7,"50,460"
670,IL,Madison County,12.9,"52,969"
671,IL,Marion County,18.0,"43,018"
672,IL,Marshall County,10.6,"53,610"
673,IL,Mason County,13.9,"43,743"
674,IL,Massac County,16.8,"41,548"
675,IL,Menard County,10.3,"64,706"
676,IL,Mercer County,10.1,"57,934"
677,IL,Monroe County,5.0,"79,686"
678,IL,Montgomery County,16.6,"46,006"
679,IL,Morgan County,14.8,"45,259"
680,IL,Moultrie County,8.6,"58,975"
681,IL,Ogle County,10.4,"57,268"
682,IL,Peoria County,15.6,"53,781"
683,IL,Perry County,16.8,"46,598"
684,IL,Piatt County,6.5,"65,122"
685,IL,Pike County,15.0,"45,106"
686,IL,Pope County,18.1,"41,150"
687,IL,Pulaski County,24.7,"35,135"
688,IL,Putnam County,8.8,"60,590"
689,IL,Randolph County,14.3,"50,129"
690,IL,Richland County,14.9,"43,332"
691,IL,Rock Island County,13.2,"50,419"
692,IL,St. Clair County,16.4,"50,416"
693,IL,Saline County,23.2,"40,873"
694,IL,Sangamon County,15.3,"57,591"
695,IL,Schuyler County,12.9,"50,720"
696,IL,Scott County,11.3,"50,474"
697,IL,Shelby County,11.6,"49,633"
698,IL,Stark County,12.7,"50,083"
699,IL,Stephenson County,13.0,"46,430"
700,IL,Tazewell County,8.4,"57,747"
701,IL,Union County,15.3,"44,221"
702,IL,Vermilion County,18.4,"44,705"
703,IL,Wabash County,12.2,"51,224"
704,IL,Warren County,14.3,"46,189"
705,IL,Washington County,8.8,"57,019"
706,IL,Wayne County,12.8,"47,995"
707,IL,White County,14.9,"46,588"
708,IL,Whiteside County,12.8,"45,463"
709,IL,Will County,8.0,"76,293"
710,IL,Williamson County,16.2,"47,678"
711,IL,Winnebago County,14.7,"50,024"
712,IL,Woodford County,7.0,"68,233"
713,IN,Indiana,14.4,"50,510"
714,IN,Adams County,12.8,"49,251"
715,IN,Allen County,14.6,"50,017"
716,IN,Bartholomew County,11.9,"55,580"
717,IN,Benton County,11.1,"50,754"
718,IN,Blackford County,14.5,"39,611"
719,IN,Boone County,6.0,"75,163"
720,IN,Brown County,11.4,"53,801"
721,IN,Carroll County,9.4,"52,550"
722,IN,Cass County,13.1,"45,575"
723,IN,Clark County,10.4,"51,614"
724,IN,Clay County,12.9,"48,947"
725,IN,Clinton County,11.9,"50,342"
726,IN,Crawford County,18.7,"41,331"
727,IN,Daviess County,14.6,"47,019"
728,IN,Dearborn County,8.9,"64,093"
729,IN,Decatur County,13.0,"51,625"
730,IN,De Kalb County,10.5,"52,382"
731,IN,Delaware County,23.0,"40,633"
732,IN,Dubois County,7.6,"57,336"
733,IN,Elkhart County,14.0,"50,117"
734,IN,Fayette County,16.2,"42,538"
735,IN,Floyd County,11.3,"57,367"
736,IN,Fountain County,12.1,"51,108"
737,IN,Franklin County,9.9,"53,263"
738,IN,Fulton County,11.7,"51,660"
739,IN,Gibson County,11.0,"53,483"
740,IN,Grant County,18.0,"39,984"
741,IN,Greene County,14.7,"47,952"
742,IN,Hamilton County,4.7,"91,844"
743,IN,Hancock County,6.0,"70,277"
744,IN,Harrison County,11.2,"53,719"
745,IN,Hendricks County,5.5,"73,478"
746,IN,Henry County,14.7,"47,954"
747,IN,Howard County,16.9,"47,390"
748,IN,Huntington County,10.9,"49,103"
749,IN,Jackson County,12.1,"45,504"
750,IN,Jasper County,9.3,"60,195"
751,IN,Jay County,15.2,"42,646"
752,IN,Jefferson County,13.4,"47,841"
753,IN,Jennings County,13.1,"46,047"
754,IN,Johnson County,8.0,"68,256"
755,IN,Knox County,19.1,"42,818"
756,IN,Kosciusko County,10.0,"54,147"
757,IN,Lagrange County,8.6,"56,662"
758,IN,Lake County,16.6,"50,613"
759,IN,La Porte County,15.7,"47,401"
760,IN,Lawrence County,13.9,"46,890"
761,IN,Madison County,16.7,"45,065"
762,IN,Marion County,20.6,"41,407"
763,IN,Marshall County,10.6,"49,714"
764,IN,Martin County,13.8,"47,717"
765,IN,Miami County,14.8,"46,968"
766,IN,Monroe County,23.5,"45,341"
767,IN,Montgomery County,12.3,"49,425"
768,IN,Morgan County,11.4,"58,376"
769,IN,Newton County,12.2,"48,316"
770,IN,Noble County,9.8,"51,876"
771,IN,Ohio County,10.2,"53,177"
772,IN,Orange County,15.7,"40,918"
773,IN,Owen County,15.8,"43,731"
774,IN,Parke County,17.2,"43,637"
775,IN,Perry County,13.2,"47,192"
776,IN,Pike County,11.1,"47,324"
777,IN,Porter County,11.6,"66,070"
778,IN,Posey County,9.7,"58,298"
779,IN,Pulaski County,14.2,"47,455"
780,IN,Putnam County,13.6,"53,910"
781,IN,Randolph County,18.0,"41,315"
782,IN,Ripley County,10.6,"51,553"
783,IN,Rush County,13.9,"48,970"
784,IN,St. Joseph County,16.7,"46,881"
785,IN,Scott County,15.6,"43,104"
786,IN,Shelby County,11.9,"54,639"
787,IN,Spencer County,9.4,"56,451"
788,IN,Starke County,14.8,"48,106"
789,IN,Steuben County,10.1,"53,191"
790,IN,Sullivan County,16.4,"44,939"
791,IN,Switzerland County,15.9,"46,344"
792,IN,Tippecanoe County,18.9,"50,170"
793,IN,Tipton County,8.7,"56,292"
794,IN,Union County,12.4,"45,050"
795,IN,Vanderburgh County,17.2,"43,823"
796,IN,Vermillion County,12.9,"44,376"
797,IN,Vigo County,20.4,"39,635"
798,IN,Wabash County,12.0,"48,223"
799,IN,Warren County,10.2,"57,768"
800,IN,Warrick County,7.5,"66,461"
801,IN,Washington County,14.4,"43,498"
802,IN,Wayne County,18.0,"41,849"
803,IN,Wells County,9.5,"55,987"
804,IN,White County,10.9,"50,370"
805,IN,Whitley County,7.9,"56,142"
806,IA,Iowa,12.1,"54,843"
807,IA,Adair County,11.9,"51,531"
808,IA,Adams County,12.5,"48,162"
809,IA,Allamakee County,10.8,"47,756"
810,IA,Appanoose County,16.5,"41,018"
811,IA,Audubon County,10.3,"50,948"
812,IA,Benton County,8.3,"65,127"
813,IA,Black Hawk County,14.2,"50,335"
814,IA,Boone County,8.8,"58,010"
815,IA,Bremer County,7.8,"65,295"
816,IA,Buchanan County,10.3,"55,848"
817,IA,Buena Vista County,13.7,"51,991"
818,IA,Butler County,9.2,"54,947"
819,IA,Calhoun County,12.5,"49,206"
820,IA,Carroll County,8.7,"58,575"
821,IA,Cass County,13.9,"45,915"
822,IA,Cedar County,7.3,"60,120"
823,IA,Cerro Gordo County,12.3,"50,208"
824,IA,Cherokee County,10.3,"52,879"
825,IA,Chickasaw County,8.5,"57,559"
826,IA,Clarke County,11.8,"49,424"
827,IA,Clay County,11.6,"52,584"
828,IA,Clayton County,11.2,"48,598"
829,IA,Clinton County,13.4,"52,945"
830,IA,Crawford County,15.1,"51,834"
831,IA,Dallas County,5.3,"81,381"
832,IA,Davis County,12.7,"49,851"
833,IA,Decatur County,21.7,"39,424"
834,IA,Delaware County,10.2,"59,260"
835,IA,Des Moines County,14.7,"50,125"
836,IA,Dickinson County,8.6,"56,869"
837,IA,Dubuque County,12.0,"57,862"
838,IA,Emmet County,13.8,"46,092"
839,IA,Fayette County,12.9,"47,615"
840,IA,Floyd County,14.5,"49,111"
841,IA,Franklin County,11.9,"52,975"
842,IA,Fremont County,12.1,"55,421"
843,IA,Greene County,11.1,"51,002"
844,IA,Grundy County,6.3,"62,423"
845,IA,Guthrie County,10.4,"54,719"
846,IA,Hamilton County,11.0,"54,042"
847,IA,Hancock County,9.2,"56,746"
848,IA,Hardin County,9.6,"50,947"
849,IA,Harrison County,9.9,"57,244"
850,IA,Henry County,12.0,"50,241"
851,IA,Howard County,11.0,"50,602"
852,IA,Humboldt County,10.8,"52,702"
853,IA,Ida County,10.6,"53,804"
854,IA,Iowa County,6.9,"63,185"
855,IA,Jackson County,12.9,"49,956"
856,IA,Jasper County,9.3,"53,765"
857,IA,Jefferson County,15.3,"43,495"
858,IA,Johnson County,18.3,"57,706"
859,IA,Jones County,11.1,"55,789"
860,IA,Keokuk County,12.1,"50,054"
861,IA,Kossuth County,11.6,"52,433"
862,IA,Lee County,15.9,"45,428"
863,IA,Linn County,11.0,"58,142"
864,IA,Louisa County,10.8,"53,197"
865,IA,Lucas County,14.7,"46,933"
866,IA,Lyon County,7.4,"64,057"
867,IA,Madison County,8.2,"65,294"
868,IA,Mahaska County,14.4,"50,335"
869,IA,Marion County,9.2,"57,411"
870,IA,Marshall County,11.3,"53,980"
871,IA,Mills County,10.3,"62,507"
872,IA,Mitchell County,9.3,"61,352"
873,IA,Monona County,13.2,"43,991"
874,IA,Monroe County,12.1,"48,181"
875,IA,Montgomery County,13.4,"43,210"
876,IA,Muscatine County,11.5,"53,401"
877,IA,O'Brien County,9.2,"53,907"
878,IA,Osceola County,9.6,"54,415"
879,IA,Page County,15.7,"46,870"
880,IA,Palo Alto County,11.6,"48,992"
881,IA,Plymouth County,8.3,"61,929"
882,IA,Pocahontas County,13.1,"47,872"
883,IA,Polk County,11.9,"60,436"
884,IA,Pottawattamie County,13.5,"52,927"
885,IA,Poweshiek County,10.9,"52,861"
886,IA,Ringgold County,14.1,"45,870"
887,IA,Sac County,10.9,"52,506"
888,IA,Scott County,12.4,"58,160"
889,IA,Shelby County,9.2,"54,614"
890,IA,Sioux County,7.6,"62,875"
891,IA,Story County,18.6,"51,706"
892,IA,Tama County,11.2,"59,226"
893,IA,Taylor County,14.7,"46,466"
894,IA,Union County,14.3,"45,010"
895,IA,Van Buren County,15.8,"43,653"
896,IA,Wapello County,16.0,"44,738"
897,IA,Warren County,7.8,"67,728"
898,IA,Washington County,10.9,"55,283"
899,IA,Wayne County,16.4,"44,381"
900,IA,Webster County,14.6,"44,922"
901,IA,Winnebago County,10.8,"48,408"
902,IA,Winneshiek County,9.5,"59,096"
903,IA,Woodbury County,14.0,"50,774"
904,IA,Worth County,10.9,"50,761"
905,IA,Wright County,12.6,"49,882"
906,KS,Kansas,12.9,"53,802"
907,KS,Allen County,18.9,"41,604"
908,KS,Anderson County,14.0,"47,267"
909,KS,Atchison County,16.6,"46,110"
910,KS,Barber County,11.1,"54,176"
911,KS,Barton County,14.4,"50,558"
912,KS,Bourbon County,18.2,"39,609"
913,KS,Brown County,14.9,"46,884"
914,KS,Butler County,10.6,"61,473"
915,KS,Chase County,12.7,"48,911"
916,KS,Chautauqua County,16.8,"42,324"
917,KS,Cherokee County,18.0,"39,842"
918,KS,Cheyenne County,12.3,"44,111"
919,KS,Clark County,12.0,"50,392"
920,KS,Clay County,11.1,"51,351"
921,KS,Cloud County,12.8,"42,730"
922,KS,Coffey County,9.9,"57,160"
923,KS,Comanche County,11.4,"43,809"
924,KS,Cowley County,15.3,"47,851"
925,KS,Crawford County,19.1,"38,139"
926,KS,Decatur County,12.3,"43,919"
927,KS,Dickinson County,12.2,"47,570"
928,KS,Doniphan County,13.2,"47,000"
929,KS,Douglas County,19.4,"52,447"
930,KS,Edwards County,10.6,"46,380"
931,KS,Elk County,17.6,"39,147"
932,KS,Ellis County,12.0,"49,192"
933,KS,Ellsworth County,10.6,"49,986"
934,KS,Finney County,14.6,"53,245"
935,KS,Ford County,13.2,"47,915"
936,KS,Franklin County,11.7,"51,484"
937,KS,Geary County,11.9,"45,590"
938,KS,Gove County,9.9,"46,580"
939,KS,Graham County,12.2,"45,018"
940,KS,Grant County,10.2,"59,218"
941,KS,Gray County,8.3,"64,284"
942,KS,Greeley County,11.4,"44,667"
943,KS,Greenwood County,15.8,"41,168"
944,KS,Hamilton County,13.1,"50,056"
945,KS,Harper County,13.7,"46,869"
946,KS,Harvey County,9.4,"55,470"
947,KS,Haskell County,11.2,"59,356"
948,KS,Hodgeman County,9.6,"54,513"
949,KS,Jackson County,11.3,"51,662"
950,KS,Jefferson County,9.1,"59,080"
951,KS,Jewell County,13.5,"43,201"
952,KS,Johnson County,5.5,"83,007"
953,KS,Kearny County,11.5,"59,134"
954,KS,Kingman County,11.5,"52,907"
955,KS,Kiowa County,12.6,"46,381"
956,KS,Labette County,18.2,"42,323"
957,KS,Lane County,9.6,"57,388"
958,KS,Leavenworth County,10.7,"61,465"
959,KS,Lincoln County,12.5,"42,277"
960,KS,Linn County,14.0,"46,065"
961,KS,Logan County,9.4,"48,399"
962,KS,Lyon County,17.5,"39,562"
963,KS,McPherson County,7.6,"61,356"
964,KS,Marion County,10.9,"51,196"
965,KS,Marshall County,10.7,"49,270"
966,KS,Meade County,9.5,"56,325"
967,KS,Miami County,8.8,"62,375"
968,KS,Mitchell County,10.5,"48,310"
969,KS,Montgomery County,19.9,"43,289"
970,KS,Morris County,10.8,"49,720"
971,KS,Morton County,10.3,"53,443"
972,KS,Nemaha County,8.8,"54,486"
973,KS,Neosho County,18.9,"40,744"
974,KS,Ness County,9.4,"53,456"
975,KS,Norton County,12.7,"45,096"
976,KS,Osage County,12.7,"48,364"
977,KS,Osborne County,13.1,"43,518"
978,KS,Ottawa County,10.0,"50,302"
979,KS,Pawnee County,14.5,"47,359"
980,KS,Phillips County,11.1,"46,984"
981,KS,Pottawatomie County,8.1,"60,601"
982,KS,Pratt County,10.8,"52,634"
983,KS,Rawlins County,11.7,"47,448"
984,KS,Reno County,13.1,"47,178"
985,KS,Republic County,11.2,"44,593"
986,KS,Rice County,13.8,"52,400"
987,KS,Riley County,23.4,"46,690"
988,KS,Rooks County,11.7,"45,309"
989,KS,Rush County,11.5,"43,895"
990,KS,Russell County,13.2,"42,625"
991,KS,Saline County,14.3,"47,052"
992,KS,Scott County,7.7,"56,267"
993,KS,Sedgwick County,15.2,"50,995"
994,KS,Seward County,15.0,"45,807"
995,KS,Shawnee County,14.2,"51,316"
996,KS,Sheridan County,10.9,"51,221"
997,KS,Sherman County,16.5,"42,491"
998,KS,Smith County,12.2,"43,872"
999,KS,Stafford County,12.8,"47,129"
1000,KS,Stanton County,10.9,"55,341"
1001,KS,Stevens County,11.3,"59,735"
1002,KS,Sumner County,11.7,"51,451"
1003,KS,Thomas County,10.9,"50,574"
1004,KS,Trego County,10.4,"48,576"
1005,KS,Wabaunsee County,8.3,"57,339"
1006,KS,Wallace County,12.4,"48,426"
1007,KS,Washington County,10.7,"46,153"
1008,KS,Wichita County,10.9,"52,917"
1009,KS,Wilson County,15.6,"41,461"
1010,KS,Woodson County,19.5,"37,394"
1011,KS,Wyandotte County,21.9,"41,746"
1012,KY,Kentucky,18.3,"45,178"
1013,KY,Adair County,27.2,"32,007"
1014,KY,Allen County,19.8,"42,287"
1015,KY,Anderson County,10.7,"55,523"
1016,KY,Ballard County,15.1,"44,352"
1017,KY,Barren County,19.3,"40,017"
1018,KY,Bath County,24.9,"35,143"
1019,KY,Bell County,44.7,"23,968"
1020,KY,Boone County,8.2,"68,804"
1021,KY,Bourbon County,14.8,"46,370"
1022,KY,Boyd County,20.5,"43,406"
1023,KY,Boyle County,17.2,"40,459"
1024,KY,Bracken County,15.7,"44,846"
1025,KY,Breathitt County,32.9,"28,196"
1026,KY,Breckinridge County,19.0,"42,347"
1027,KY,Bullitt County,9.6,"54,755"
1028,KY,Butler County,21.6,"39,545"
1029,KY,Caldwell County,18.8,"39,355"
1030,KY,Calloway County,21.1,"40,585"
1031,KY,Campbell County,14.4,"51,694"
1032,KY,Carlisle County,14.8,"43,144"
1033,KY,Carroll County,17.6,"46,499"
1034,KY,Carter County,19.7,"37,204"
1035,KY,Casey County,25.1,"33,576"
1036,KY,Christian County,20.3,"39,840"
1037,KY,Clark County,15.4,"54,812"
1038,KY,Clay County,46.8,"24,001"
1039,KY,Clinton County,26.4,"29,178"
1040,KY,Crittenden County,19.2,"40,202"
1041,KY,Cumberland County,24.8,"30,989"
1042,KY,Daviess County,14.9,"48,724"
1043,KY,Edmonson County,20.0,"38,673"
1044,KY,Elliott County,34.4,"30,299"
1045,KY,Estill County,28.2,"32,541"
1046,KY,Fayette County,19.1,"51,963"
1047,KY,Fleming County,20.0,"47,030"
1048,KY,Floyd County,29.5,"30,888"
1049,KY,Franklin County,13.7,"50,471"
1050,KY,Fulton County,30.4,"30,798"
1051,KY,Gallatin County,15.0,"47,679"
1052,KY,Garrard County,17.0,"45,018"
1053,KY,Grant County,16.4,"45,307"
1054,KY,Graves County,16.3,"39,515"
1055,KY,Grayson County,22.9,"37,057"
1056,KY,Green County,20.5,"36,226"
1057,KY,Greenup County,16.8,"45,690"
1058,KY,Hancock County,13.8,"52,929"
1059,KY,Hardin County,15.0,"49,637"
1060,KY,Harlan County,35.5,"27,425"
1061,KY,Harrison County,16.2,"47,040"
1062,KY,Hart County,22.0,"34,764"
1063,KY,Henderson County,17.0,"45,718"
1064,KY,Henry County,17.7,"47,802"
1065,KY,Hickman County,17.6,"40,890"
1066,KY,Hopkins County,18.4,"44,750"
1067,KY,Jackson County,31.2,"30,565"
1068,KY,Jefferson County,15.4,"51,230"
1069,KY,Jessamine County,18.3,"49,839"
1070,KY,Johnson County,25.9,"36,051"
1071,KY,Kenton County,12.8,"52,631"
1072,KY,Knott County,33.8,"30,138"
1073,KY,Knox County,32.0,"28,578"
1074,KY,Larue County,18.1,"40,202"
1075,KY,Laurel County,23.0,"37,737"
1076,KY,Lawrence County,25.0,"36,276"
1077,KY,Lee County,34.7,"26,201"
1078,KY,Leslie County,33.7,"28,722"
1079,KY,Letcher County,33.2,"31,079"
1080,KY,Lewis County,24.7,"33,867"
1081,KY,Lincoln County,21.2,"37,220"
1082,KY,Livingston County,15.3,"44,551"
1083,KY,Logan County,15.5,"43,795"
1084,KY,Lyon County,16.9,"48,189"
1085,KY,McCracken County,15.2,"47,184"
1086,KY,McCreary County,41.5,"25,655"
1087,KY,McLean County,17.3,"44,007"
1088,KY,Madison County,18.2,"46,342"
1089,KY,Magoffin County,32.6,"29,921"
1090,KY,Marion County,20.5,"41,189"
1091,KY,Marshall County,12.1,"49,771"
1092,KY,Martin County,40.0,"29,198"
1093,KY,Mason County,19.5,"37,071"
1094,KY,Meade County,13.5,"51,111"
1095,KY,Menifee County,26.8,"34,299"
1096,KY,Mercer County,15.1,"46,346"
1097,KY,Metcalfe County,22.9,"32,654"
1098,KY,Monroe County,25.3,"31,603"
1099,KY,Montgomery County,21.5,"42,468"
1100,KY,Morgan County,31.3,"31,489"
1101,KY,Muhlenberg County,19.4,"40,272"
1102,KY,Nelson County,12.5,"51,843"
1103,KY,Nicholas County,21.5,"37,267"
1104,KY,Ohio County,19.9,"40,661"
1105,KY,Oldham County,6.2,"84,415"
1106,KY,Owen County,16.9,"43,686"
1107,KY,Owsley County,42.4,"23,341"
1108,KY,Pendleton County,16.4,"49,345"
1109,KY,Perry County,28.5,"31,740"
1110,KY,Pike County,25.0,"34,315"
1111,KY,Powell County,26.0,"34,510"
1112,KY,Pulaski County,23.0,"40,702"
1113,KY,Robertson County,22.5,"40,027"
1114,KY,Rockcastle County,22.9,"33,293"
1115,KY,Rowan County,27.2,"36,597"
1116,KY,Russell County,24.6,"31,968"
1117,KY,Scott County,13.1,"63,775"
1118,KY,Shelby County,11.5,"60,189"
1119,KY,Simpson County,16.0,"45,496"
1120,KY,Spencer County,9.0,"68,147"
1121,KY,Taylor County,23.0,"35,700"
1122,KY,Todd County,19.3,"40,963"
1123,KY,Trigg County,15.1,"45,106"
1124,KY,Trimble County,15.7,"48,392"
1125,KY,Union County,20.7,"45,239"
1126,KY,Warren County,18.0,"45,964"
1127,KY,Washington County,17.1,"45,143"
1128,KY,Wayne County,28.0,"29,826"
1129,KY,Webster County,18.1,"44,245"
1130,KY,Whitley County,29.2,"31,903"
1131,KY,Wolfe County,30.7,"27,196"
1132,KY,Woodford County,11.6,"57,862"
1133,LA,Louisiana,19.5,"45,829"
1134,LA,Acadia Parish,23.7,"42,033"
1135,LA,Allen Parish,20.4,"42,120"
1136,LA,Ascension Parish,10.7,"74,852"
1137,LA,Assumption Parish,16.8,"48,516"
1138,LA,Avoyelles Parish,25.3,"34,803"
1139,LA,Beauregard Parish,19.5,"48,206"
1140,LA,Bienville Parish,25.4,"34,565"
1141,LA,Bossier Parish,14.5,"55,403"
1142,LA,Caddo Parish,22.2,"41,081"
1143,LA,Calcasieu Parish,17.5,"46,523"
1144,LA,Caldwell Parish,22.9,"38,564"
1145,LA,Cameron Parish,12.7,"56,259"
1146,LA,Catahoula Parish,27.2,"33,958"
1147,LA,Claiborne Parish,30.9,"33,740"
1148,LA,Concordia Parish,29.5,"33,068"
1149,LA,De Soto Parish,24.9,"41,691"
1150,LA,East Baton Rouge Parish,18.5,"50,389"
1151,LA,East Carroll Parish,43.5,"26,325"
1152,LA,East Feliciana Parish,21.8,"43,105"
1153,LA,Evangeline Parish,25.7,"33,407"
1154,LA,Franklin Parish,25.4,"33,845"
1155,LA,Grant Parish,21.3,"43,437"
1156,LA,Iberia Parish,20.8,"45,039"
1157,LA,Iberville Parish,22.3,"42,000"
1158,LA,Jackson Parish,21.1,"41,029"
1159,LA,Jefferson Parish,16.3,"49,503"
1160,LA,Jefferson Davis Parish,20.3,"43,677"
1161,LA,Lafayette Parish,17.0,"52,411"
1162,LA,Lafourche Parish,14.1,"53,482"
1163,LA,La Salle Parish,18.5,"46,258"
1164,LA,Lincoln Parish,25.5,"38,118"
1165,LA,Livingston Parish,13.5,"58,774"
1166,LA,Madison Parish,37.6,"27,225"
1167,LA,Morehouse Parish,31.1,"31,777"
1168,LA,Natchitoches Parish,29.6,"33,786"
1169,LA,Orleans Parish,24.0,"38,640"
1170,LA,Ouachita Parish,23.0,"38,453"
1171,LA,Plaquemines Parish,17.3,"49,122"
1172,LA,Pointe Coupee Parish,19.3,"42,919"
1173,LA,Rapides Parish,21.6,"42,758"
1174,LA,Red River Parish,25.7,"41,742"
1175,LA,Richland Parish,24.7,"34,588"
1176,LA,Sabine Parish,18.1,"42,196"
1177,LA,St. Bernard Parish,20.4,"41,540"
1178,LA,St. Charles Parish,11.8,"61,601"
1179,LA,St. Helena Parish,19.9,"36,602"
1180,LA,St. James Parish,18.3,"52,258"
1181,LA,St. John the Baptist Parish,20.5,"50,596"
1182,LA,St. Landry Parish,27.0,"33,503"
1183,LA,St. Martin Parish,18.3,"45,435"
1184,LA,St. Mary Parish,19.7,"40,945"
1185,LA,St. Tammany Parish,12.5,"63,499"
1186,LA,Tangipahoa Parish,24.0,"41,768"
1187,LA,Tensas Parish,35.1,"27,077"
1188,LA,Terrebonne Parish,20.1,"44,450"
1189,LA,Union Parish,21.9,"38,741"
1190,LA,Vermilion Parish,18.1,"46,807"
1191,LA,Vernon Parish,17.5,"44,733"
1192,LA,Washington Parish,26.2,"33,453"
1193,LA,Webster Parish,25.9,"34,566"
1194,LA,West Baton Rouge Parish,15.1,"55,074"
1195,LA,West Carroll Parish,22.7,"35,484"
1196,LA,West Feliciana Parish,23.9,"56,680"
1197,LA,Winn Parish,24.0,"36,173"
1198,ME,Maine,13.2,"51,419"
1199,ME,Androscoggin County,15.0,"48,930"
1200,ME,Aroostook County,18.4,"37,104"
1201,ME,Cumberland County,10.7,"63,191"
1202,ME,Franklin County,14.6,"42,859"
1203,ME,Hancock County,11.5,"48,601"
1204,ME,Kennebec County,13.1,"50,408"
1205,ME,Knox County,11.4,"47,489"
1206,ME,Lincoln County,14.1,"50,152"
1207,ME,Oxford County,17.0,"42,674"
1208,ME,Penobscot County,17.1,"44,647"
1209,ME,Piscataquis County,19.1,"36,463"
1210,ME,Sagadahoc County,11.2,"55,645"
1211,ME,Somerset County,18.7,"40,165"
1212,ME,Waldo County,14.4,"43,198"
1213,ME,Washington County,18.8,"35,576"
1214,ME,York County,8.3,"61,340"
1215,MD,Maryland,9.9,"75,784"
1216,MD,Allegany County,20.0,"39,859"
1217,MD,Anne Arundel County,6.0,"90,825"
1218,MD,Baltimore County,9.1,"68,317"
1219,MD,Calvert County,5.9,"98,937"
1220,MD,Caroline County,14.4,"51,294"
1221,MD,Carroll County,6.2,"84,506"
1222,MD,Cecil County,10.0,"68,972"
1223,MD,Charles County,7.1,"87,941"
1224,MD,Dorchester County,18.1,"44,664"
1225,MD,Frederick County,7.4,"83,746"
1226,MD,Garrett County,13.6,"46,469"
1227,MD,Harford County,7.8,"77,992"
1228,MD,Howard County,5.2,"110,224"
1229,MD,Kent County,14.8,"52,274"
1230,MD,Montgomery County,7.5,"98,314"
1231,MD,Prince George's County,9.5,"76,366"
1232,MD,Queen Anne's County,7.2,"83,914"
1233,MD,St. Mary's County,8.7,"83,148"
1234,MD,Somerset County,25.8,"38,692"
1235,MD,Talbot County,10.4,"62,018"
1236,MD,Washington County,12.0,"55,270"
1237,MD,Wicomico County,14.7,"52,153"
1238,MD,Worcester County,11.3,"53,366"
1239,MD,Baltimore city,22.7,"43,192"
1240,MA,Massachusetts,11.5,"70,659"
1241,MA,Barnstable County,7.6,"65,735"
1242,MA,Berkshire County,14.3,"50,646"
1243,MA,Bristol County,12.6,"59,839"
1244,MA,Dukes County,8.5,"64,456"
1245,MA,Essex County,11.5,"68,237"
1246,MA,Franklin County,11.8,"57,325"
1247,MA,Hampden County,17.1,"51,415"
1248,MA,Hampshire County,15.3,"60,853"
1249,MA,Middlesex County,7.6,"90,025"
1250,MA,Nantucket County,7.3,"86,014"
1251,MA,Norfolk County,7.1,"93,187"
1252,MA,Plymouth County,9.7,"74,736"
1253,MA,Suffolk County,19.8,"56,530"
1254,MA,Worcester County,12.1,"65,621"
1255,MI,Michigan,15.7,"51,063"
1256,MI,Alcona County,15.8,"37,618"
1257,MI,Alger County,14.6,"43,341"
1258,MI,Allegan County,11.2,"55,611"
1259,MI,Alpena County,16.2,"40,665"
1260,MI,Antrim County,14.2,"49,118"
1261,MI,Arenac County,20.1,"37,120"
1262,MI,Baraga County,17.3,"42,389"
1263,MI,Barry County,9.3,"57,665"
1264,MI,Bay County,14.5,"46,256"
1265,MI,Benzie County,10.5,"48,127"
1266,MI,Berrien County,17.1,"46,588"
1267,MI,Branch County,14.9,"47,146"
1268,MI,Calhoun County,16.1,"43,864"
1269,MI,Cass County,14.8,"49,889"
1270,MI,Charlevoix County,11.6,"48,267"
1271,MI,Cheboygan County,17.6,"41,036"
1272,MI,Chippewa County,19.7,"42,473"
1273,MI,Clare County,24.7,"33,250"
1274,MI,Clinton County,10.0,"65,051"
1275,MI,Crawford County,17.2,"40,907"
1276,MI,Delta County,14.8,"43,020"
1277,MI,Dickinson County,12.3,"47,616"
1278,MI,Eaton County,10.9,"56,760"
1279,MI,Emmet County,11.0,"49,774"
1280,MI,Genesee County,20.5,"44,181"
1281,MI,Gladwin County,19.8,"40,746"
1282,MI,Gogebic County,18.6,"38,416"
1283,MI,Grand Traverse County,8.5,"54,874"
1284,MI,Gratiot County,16.5,"42,800"
1285,MI,Hillsdale County,16.6,"46,786"
1286,MI,Houghton County,17.4,"41,775"
1287,MI,Huron County,11.7,"45,917"
1288,MI,Ingham County,21.0,"47,470"
1289,MI,Ionia County,14.2,"51,013"
1290,MI,Iosco County,16.1,"39,874"
1291,MI,Iron County,14.6,"36,570"
1292,MI,Isabella County,26.1,"41,957"
1293,MI,Jackson County,16.2,"50,683"
1294,MI,Kalamazoo County,16.0,"52,252"
