,state,county,poverty_percent_15,median_household_income_15
1295,MI,Kalkaska County,16.5,"42,829"
1296,MI,Kent County,14.5,"54,550"
1297,MI,Keweenaw County,13.4,"40,862"
1298,MI,Lake County,24.8,"32,971"
1299,MI,Lapeer County,10.0,"57,774"
1300,MI,Leelanau County,7.9,"61,397"
1301,MI,Lenawee County,14.3,"49,013"
1302,MI,Livingston County,6.5,"76,934"
1303,MI,Luce County,19.6,"41,870"
1304,MI,Mackinac County,16.1,"40,091"
1305,MI,Macomb County,11.7,"54,939"
1306,MI,Manistee County,15.0,"41,811"
1307,MI,Marquette County,15.0,"48,108"
1308,MI,Mason County,16.8,"43,620"
1309,MI,Mecosta County,21.3,"41,755"
1310,MI,Menominee County,16.9,"42,591"
1311,MI,Midland County,11.5,"59,248"
1312,MI,Missaukee County,17.5,"42,836"
1313,MI,Monroe County,10.6,"56,161"
1314,MI,Montcalm County,17.9,"41,728"
1315,MI,Montmorency County,18.2,"37,153"
1316,MI,Muskegon County,16.1,"46,709"
1317,MI,Newaygo County,16.3,"45,086"
1318,MI,Oakland County,9.3,"70,150"
1319,MI,Oceana County,17.2,"43,211"
1320,MI,Ogemaw County,19.4,"37,057"
1321,MI,Ontonagon County,14.6,"37,508"
1322,MI,Osceola County,18.7,"41,782"
1323,MI,Oscoda County,20.5,"36,724"
1324,MI,Otsego County,12.1,"50,420"
1325,MI,Ottawa County,8.6,"61,429"
1326,MI,Presque Isle County,13.6,"41,658"
1327,MI,Roscommon County,19.2,"38,516"
1328,MI,Saginaw County,18.6,"43,344"
1329,MI,St. Clair County,12.8,"51,183"
1330,MI,St. Joseph County,14.7,"46,667"
1331,MI,Sanilac County,16.7,"41,861"
1332,MI,Schoolcraft County,15.9,"36,741"
1333,MI,Shiawassee County,12.4,"50,807"
1334,MI,Tuscola County,15.5,"45,800"
1335,MI,Van Buren County,15.7,"47,806"
1336,MI,Washtenaw County,14.2,"62,401"
1337,MI,Wayne County,24.8,"41,585"
1338,MI,Wexford County,14.8,"42,922"
1339,MN,Minnesota,10.2,"63,459"
1340,MN,Aitkin County,14.2,"43,817"
1341,MN,Anoka County,7.1,"73,276"
1342,MN,Becker County,11.3,"54,304"
1343,MN,Beltrami County,16.2,"46,031"
1344,MN,Benton County,11.4,"52,513"
1345,MN,Big Stone County,11.5,"47,583"
1346,MN,Blue Earth County,17.2,"49,664"
1347,MN,Brown County,8.3,"56,330"
1348,MN,Carlton County,10.8,"54,945"
1349,MN,Carver County,4.5,"93,857"
1350,MN,Cass County,15.0,"47,645"
1351,MN,Chippewa County,11.1,"50,896"
1352,MN,Chisago County,6.3,"70,036"
1353,MN,Clay County,12.1,"60,417"
1354,MN,Clearwater County,14.6,"42,689"
1355,MN,Cook County,11.1,"50,350"
1356,MN,Cottonwood County,13.7,"49,448"
1357,MN,Crow Wing County,10.4,"50,755"
1358,MN,Dakota County,7.1,"77,576"
1359,MN,Dodge County,6.9,"65,494"
1360,MN,Douglas County,8.8,"56,819"
1361,MN,Faribault County,11.3,"52,169"
1362,MN,Fillmore County,10.8,"52,170"
1363,MN,Freeborn County,13.4,"47,418"
1364,MN,Goodhue County,8.9,"60,285"
1365,MN,Grant County,10.6,"50,570"
1366,MN,Hennepin County,10.9,"68,902"
1367,MN,Houston County,8.2,"56,276"
1368,MN,Hubbard County,10.6,"52,841"
1369,MN,Isanti County,7.7,"63,134"
1370,MN,Itasca County,12.7,"52,064"
1371,MN,Jackson County,9.2,"54,001"
1372,MN,Kanabec County,11.7,"48,907"
1373,MN,Kandiyohi County,10.9,"52,597"
1374,MN,Kittson County,10.2,"55,545"
1375,MN,Koochiching County,14.3,"46,807"
1376,MN,Lac qui Parle County,8.4,"50,764"
1377,MN,Lake County,9.8,"53,093"
1378,MN,Lake of the Woods County,11.7,"46,128"
1379,MN,Le Sueur County,8.5,"62,672"
1380,MN,Lincoln County,9.3,"52,164"
1381,MN,Lyon County,12.2,"55,051"
1382,MN,McLeod County,8.6,"60,549"
1383,MN,Mahnomen County,21.5,"40,849"
1384,MN,Marshall County,8.3,"55,889"
1385,MN,Martin County,13.6,"48,478"
1386,MN,Meeker County,7.9,"58,607"
1387,MN,Mille Lacs County,12.4,"50,633"
1388,MN,Morrison County,10.9,"54,245"
1389,MN,Mower County,10.8,"50,878"
1390,MN,Murray County,9.0,"50,378"
1391,MN,Nicollet County,10.7,"58,839"
1392,MN,Nobles County,12.9,"50,100"
1393,MN,Norman County,11.7,"50,775"
1394,MN,Olmsted County,8.9,"70,063"
1395,MN,Otter Tail County,9.7,"55,357"
1396,MN,Pennington County,10.4,"51,341"
1397,MN,Pine County,13.9,"46,332"
1398,MN,Pipestone County,11.0,"51,939"
1399,MN,Polk County,11.8,"54,270"
1400,MN,Pope County,8.4,"53,267"
1401,MN,Ramsey County,15.1,"57,299"
1402,MN,Red Lake County,9.7,"52,244"
1403,MN,Redwood County,11.0,"48,520"
1404,MN,Renville County,9.5,"56,835"
1405,MN,Rice County,9.2,"59,863"
1406,MN,Rock County,9.7,"55,462"
1407,MN,Roseau County,9.4,"54,416"
1408,MN,St. Louis County,13.4,"50,141"
1409,MN,Scott County,5.1,"92,898"
1410,MN,Sherburne County,7.5,"79,495"
1411,MN,Sibley County,8.9,"57,052"
1412,MN,Stearns County,13.5,"55,244"
1413,MN,Steele County,9.4,"60,970"
1414,MN,Stevens County,10.9,"54,323"
1415,MN,Swift County,11.9,"47,130"
1416,MN,Todd County,12.8,"48,840"
1417,MN,Traverse County,14.4,"46,764"
1418,MN,Wabasha County,6.9,"57,873"
1419,MN,Wadena County,15.0,"45,597"
1420,MN,Waseca County,9.9,"54,495"
1421,MN,Washington County,5.1,"88,329"
1422,MN,Watonwan County,11.3,"48,044"
1423,MN,Wilkin County,9.8,"56,583"
1424,MN,Winona County,12.7,"54,367"
1425,MN,Wright County,5.1,"76,407"
1426,MN,Yellow Medicine County,12.5,"51,569"
1427,MS,Mississippi,22.1,"40,630"
1428,MS,Adams County,29.6,"32,673"
1429,MS,Alcorn County,19.6,"41,383"
1430,MS,Amite County,22.2,"37,085"
1431,MS,Attala County,22.9,"32,988"
1432,MS,Benton County,25.3,"32,467"
1433,MS,Bolivar County,36.1,"30,311"
1434,MS,Calhoun County,23.0,"33,906"
1435,MS,Carroll County,19.0,"39,439"
1436,MS,Chickasaw County,26.6,"31,937"
1437,MS,Choctaw County,24.5,"35,370"
1438,MS,Claiborne County,46.3,"26,959"
1439,MS,Clarke County,21.8,"38,362"
1440,MS,Clay County,27.6,"32,360"
1441,MS,Coahoma County,35.0,"25,948"
1442,MS,Copiah County,26.1,"34,723"
1443,MS,Covington County,22.4,"36,206"
1444,MS,DeSoto County,10.0,"60,610"
1445,MS,Forrest County,26.6,"35,198"
1446,MS,Franklin County,20.6,"36,391"
1447,MS,George County,17.1,"48,212"
1448,MS,Greene County,22.6,"42,699"
1449,MS,Grenada County,21.3,"35,163"
1450,MS,Hancock County,20.8,"45,911"
1451,MS,Harrison County,22.0,"42,370"
1452,MS,Hinds County,27.1,"39,158"
1453,MS,Holmes County,43.3,"24,065"
1454,MS,Humphreys County,41.5,"25,625"
1455,MS,Issaquena County,40.4,"28,859"
1456,MS,Itawamba County,18.1,"39,296"
1457,MS,Jackson County,16.1,"46,339"
1458,MS,Jasper County,22.8,"35,092"
1459,MS,Jefferson County,39.3,"26,405"
1460,MS,Jefferson Davis County,30.5,"28,845"
1461,MS,Jones County,23.2,"36,413"
1462,MS,Kemper County,31.9,"30,381"
1463,MS,Lafayette County,21.0,"43,435"
1464,MS,Lamar County,16.4,"53,205"
1465,MS,Lauderdale County,22.0,"38,334"
1466,MS,Lawrence County,20.9,"39,460"
1467,MS,Leake County,24.3,"35,804"
1468,MS,Lee County,17.4,"43,098"
1469,MS,Leflore County,42.3,"26,520"
1470,MS,Lincoln County,20.0,"40,627"
1471,MS,Lowndes County,23.5,"41,880"
1472,MS,Madison County,12.7,"67,482"
1473,MS,Marion County,24.2,"34,742"
1474,MS,Marshall County,23.3,"38,006"
1475,MS,Monroe County,20.7,"38,893"
1476,MS,Montgomery County,25.8,"34,264"
1477,MS,Neshoba County,25.5,"38,068"
1478,MS,Newton County,22.7,"36,991"
1479,MS,Noxubee County,34.3,"28,041"
1480,MS,Oktibbeha County,27.1,"38,011"
1481,MS,Panola County,24.8,"35,517"
1482,MS,Pearl River County,21.0,"43,420"
1483,MS,Perry County,21.0,"37,777"
1484,MS,Pike County,30.1,"31,976"
1485,MS,Pontotoc County,15.6,"39,977"
1486,MS,Prentiss County,19.5,"38,550"
1487,MS,Quitman County,38.2,"26,467"
1488,MS,Rankin County,9.7,"58,426"
1489,MS,Scott County,21.7,"34,469"
1490,MS,Sharkey County,34.3,"27,589"
1491,MS,Simpson County,24.5,"37,742"
1492,MS,Smith County,19.5,"40,637"
1493,MS,Stone County,20.5,"42,295"
1494,MS,Sunflower County,39.3,"28,184"
1495,MS,Tallahatchie County,32.9,"29,474"
1496,MS,Tate County,19.2,"43,376"
1497,MS,Tippah County,18.2,"38,297"
1498,MS,Tishomingo County,17.1,"37,740"
1499,MS,Tunica County,28.9,"30,970"
1500,MS,Union County,17.0,"42,120"
1501,MS,Walthall County,27.6,"31,202"
1502,MS,Warren County,21.6,"40,465"
1503,MS,Washington County,36.2,"27,539"
1504,MS,Wayne County,24.5,"35,989"
1505,MS,Webster County,20.5,"40,214"
1506,MS,Wilkinson County,34.5,"28,535"
1507,MS,Winston County,26.6,"35,216"
1508,MS,Yalobusha County,22.4,"36,062"
1509,MS,Yazoo County,34.2,"34,218"
1510,MO,Missouri,14.8,"50,200"
1511,MO,Adair County,21.9,"40,222"
1512,MO,Andrew County,9.5,"58,675"
1513,MO,Atchison County,13.0,"46,339"
1514,MO,Audrain County,18.7,"42,480"
1515,MO,Barry County,20.7,"37,467"
1516,MO,Barton County,18.0,"39,633"
1517,MO,Bates County,14.1,"45,887"
1518,MO,Benton County,18.7,"34,156"
1519,MO,Bollinger County,18.3,"41,623"
1520,MO,Boone County,17.7,"50,865"
1521,MO,Buchanan County,17.3,"48,294"
1522,MO,Butler County,23.4,"35,509"
1523,MO,Caldwell County,12.7,"44,470"
1524,MO,Callaway County,13.9,"50,514"
1525,MO,Camden County,14.9,"49,393"
1526,MO,Cape Girardeau County,16.4,"49,615"
1527,MO,Carroll County,15.7,"43,638"
1528,MO,Carter County,21.4,"32,269"
1529,MO,Cass County,9.2,"62,996"
1530,MO,Cedar County,19.9,"37,654"
1531,MO,Chariton County,13.3,"46,230"
1532,MO,Christian County,10.4,"54,044"
1533,MO,Clark County,14.7,"43,225"
1534,MO,Clay County,7.8,"65,106"
1535,MO,Clinton County,10.4,"59,655"
1536,MO,Cole County,11.9,"56,393"
1537,MO,Cooper County,14.4,"46,632"
1538,MO,Crawford County,19.4,"38,491"
1539,MO,Dade County,17.5,"38,516"
1540,MO,Dallas County,18.1,"37,780"
1541,MO,Daviess County,15.3,"43,135"
1542,MO,DeKalb County,20.0,"44,429"
1543,MO,Dent County,21.5,"36,808"
1544,MO,Douglas County,23.1,"32,979"
1545,MO,Dunklin County,27.6,"31,920"
1546,MO,Franklin County,11.4,"50,438"
1547,MO,Gasconade County,12.1,"47,717"
1548,MO,Gentry County,14.9,"43,811"
1549,MO,Greene County,17.7,"43,885"
1550,MO,Grundy County,19.1,"38,763"
1551,MO,Harrison County,18.0,"38,005"
1552,MO,Henry County,18.8,"42,455"
1553,MO,Hickory County,23.8,"31,320"
1554,MO,Holt County,13.7,"42,845"
1555,MO,Howard County,15.9,"44,634"
1556,MO,Howell County,19.9,"36,604"
1557,MO,Iron County,22.9,"33,415"
1558,MO,Jackson County,17.6,"48,364"
1559,MO,Jasper County,16.0,"43,724"
1560,MO,Jefferson County,10.5,"58,747"
1561,MO,Johnson County,16.3,"44,109"
1562,MO,Knox County,18.7,"40,356"
1563,MO,Laclede County,17.4,"40,741"
1564,MO,Lafayette County,12.2,"50,325"
1565,MO,Lawrence County,18.3,"41,619"
1566,MO,Lewis County,16.3,"45,592"
1567,MO,Lincoln County,11.3,"54,584"
1568,MO,Linn County,17.4,"39,618"
1569,MO,Livingston County,18.8,"40,808"
1570,MO,McDonald County,20.1,"37,939"
1571,MO,Macon County,14.6,"41,080"
1572,MO,Madison County,19.3,"35,745"
1573,MO,Maries County,15.4,"43,970"
1574,MO,Marion County,17.7,"41,297"
1575,MO,Mercer County,14.2,"43,244"
1576,MO,Miller County,18.7,"40,077"
1577,MO,Mississippi County,26.6,"33,283"
1578,MO,Moniteau County,14.7,"50,525"
1579,MO,Monroe County,14.0,"44,048"
1580,MO,Montgomery County,17.0,"41,470"
1581,MO,Morgan County,23.1,"39,219"
1582,MO,New Madrid County,23.9,"36,386"
1583,MO,Newton County,14.5,"46,125"
1584,MO,Nodaway County,22.9,"44,119"
1585,MO,Oregon County,24.7,"33,573"
1586,MO,Osage County,9.6,"55,962"
1587,MO,Ozark County,27.7,"31,838"
1588,MO,Pemiscot County,28.0,"29,621"
1589,MO,Perry County,11.1,"47,226"
1590,MO,Pettis County,15.1,"42,137"
1591,MO,Phelps County,19.1,"40,676"
1592,MO,Pike County,18.2,"43,007"
1593,MO,Platte County,7.6,"72,548"
1594,MO,Polk County,17.5,"41,326"
1595,MO,Pulaski County,16.2,"46,756"
1596,MO,Putnam County,18.0,"37,286"
1597,MO,Ralls County,11.5,"51,015"
1598,MO,Randolph County,20.0,"39,976"
1599,MO,Ray County,11.1,"54,361"
1600,MO,Reynolds County,21.5,"34,076"
1601,MO,Ripley County,25.4,"34,069"
1602,MO,St. Charles County,6.3,"74,009"
1603,MO,St. Clair County,22.6,"35,128"
1604,MO,Ste. Genevieve County,10.9,"52,806"
1605,MO,St. Francois County,18.2,"41,222"
1606,MO,St. Louis County,10.3,"61,569"
1607,MO,Saline County,16.5,"41,958"
1608,MO,Schuyler County,18.3,"37,851"
1609,MO,Scotland County,15.8,"41,324"
1610,MO,Scott County,18.1,"40,285"
1611,MO,Shannon County,23.9,"28,171"
1612,MO,Shelby County,16.8,"41,696"
1613,MO,Stoddard County,19.0,"38,773"
1614,MO,Stone County,14.8,"42,186"
1615,MO,Sullivan County,17.4,"41,405"
1616,MO,Taney County,16.0,"39,320"
1617,MO,Texas County,23.3,"34,935"
1618,MO,Vernon County,18.5,"40,186"
1619,MO,Warren County,12.3,"51,933"
1620,MO,Washington County,20.7,"37,986"
1621,MO,Wayne County,24.3,"32,566"
1622,MO,Webster County,19.2,"43,418"
1623,MO,Worth County,15.9,"43,443"
1624,MO,Wright County,24.1,"32,634"
1625,MO,St. Louis city,25.5,"37,948"
1626,MT,Montana,14.4,"49,650"
1627,MT,Beaverhead County,17.0,"41,083"
1628,MT,Big Horn County,31.0,"41,008"
1629,MT,Blaine County,29.6,"34,667"
1630,MT,Broadwater County,10.8,"51,360"
1631,MT,Carbon County,11.7,"49,389"
1632,MT,Carter County,13.9,"46,398"
1633,MT,Cascade County,14.4,"45,597"
1634,MT,Chouteau County,17.6,"40,280"
1635,MT,Custer County,12.2,"47,510"
1636,MT,Daniels County,10.2,"43,918"
1637,MT,Dawson County,11.0,"56,648"
1638,MT,Deer Lodge County,18.1,"37,979"
1639,MT,Fallon County,7.7,"59,928"
1640,MT,Fergus County,13.6,"43,823"
1641,MT,Flathead County,14.0,"48,063"
1642,MT,Gallatin County,10.9,"57,358"
1643,MT,Garfield County,14.2,"45,987"
1644,MT,Glacier County,28.1,"31,666"
1645,MT,Golden Valley County,20.2,"37,883"
1646,MT,Granite County,14.1,"43,470"
1647,MT,Hill County,21.2,"44,178"
1648,MT,Jefferson County,9.8,"62,508"
1649,MT,Judith Basin County,13.8,"45,472"
1650,MT,Lake County,20.8,"39,383"
1651,MT,Lewis and Clark County,12.2,"56,755"
1652,MT,Liberty County,17.0,"40,052"
1653,MT,Lincoln County,20.3,"37,281"
1654,MT,McCone County,13.9,"44,387"
1655,MT,Madison County,11.4,"49,872"
1656,MT,Meagher County,17.3,"41,391"
1657,MT,Mineral County,16.4,"39,584"
1658,MT,Missoula County,15.8,"44,998"
1659,MT,Musselshell County,17.7,"41,791"
1660,MT,Park County,12.7,"45,642"
1661,MT,Petroleum County,15.4,"42,919"
1662,MT,Phillips County,16.4,"38,105"
1663,MT,Pondera County,20.1,"41,168"
1664,MT,Powder River County,10.7,"50,491"
1665,MT,Powell County,18.1,"42,755"
1666,MT,Prairie County,12.5,"42,187"
1667,MT,Ravalli County,14.9,"48,468"
1668,MT,Richland County,7.0,"68,196"
1669,MT,Roosevelt County,24.3,"39,147"
1670,MT,Rosebud County,18.8,"51,732"
1671,MT,Sanders County,18.7,"36,564"
1672,MT,Sheridan County,9.4,"50,857"
1673,MT,Silver Bow County,16.7,"42,658"
1674,MT,Stillwater County,9.1,"60,052"
1675,MT,Sweet Grass County,10.7,"48,361"
1676,MT,Teton County,12.4,"47,598"
1677,MT,Toole County,17.0,"43,879"
1678,MT,Treasure County,11.8,"49,679"
1679,MT,Valley County,12.1,"46,698"
1680,MT,Wheatland County,20.1,"35,665"
1681,MT,Wibaux County,10.1,"49,533"
1682,MT,Yellowstone County,10.4,"57,326"
1683,NE,Nebraska,12.2,"55,073"
1684,NE,Adams County,12.7,"48,579"
1685,NE,Antelope County,12.2,"48,546"
1686,NE,Arthur County,13.2,"50,753"
1687,NE,Banner County,11.9,"54,115"
1688,NE,Blaine County,16.6,"44,824"
1689,NE,Boone County,9.2,"54,070"
1690,NE,Box Butte County,11.6,"54,652"
1691,NE,Boyd County,12.2,"42,539"
1692,NE,Brown County,12.6,"46,856"
1693,NE,Buffalo County,13.0,"55,813"
1694,NE,Burt County,11.6,"49,792"
1695,NE,Butler County,8.1,"55,542"
1696,NE,Cass County,7.1,"66,519"
1697,NE,Cedar County,9.4,"56,092"
1698,NE,Chase County,8.2,"55,319"
1699,NE,Cherry County,11.7,"54,564"
1700,NE,Cheyenne County,9.0,"57,255"
1701,NE,Clay County,10.2,"51,431"
1702,NE,Colfax County,10.9,"50,744"
1703,NE,Cuming County,9.9,"56,995"
1704,NE,Custer County,11.6,"51,014"
1705,NE,Dakota County,14.6,"49,093"
1706,NE,Dawes County,17.8,"44,135"
1707,NE,Dawson County,12.6,"47,991"
1708,NE,Deuel County,11.1,"47,641"
1709,NE,Dixon County,9.3,"52,152"
1710,NE,Dodge County,11.6,"48,969"
1711,NE,Douglas County,14.5,"58,405"
1712,NE,Dundy County,13.2,"45,745"
1713,NE,Fillmore County,9.8,"54,086"
1714,NE,Franklin County,13.3,"44,911"
1715,NE,Frontier County,12.6,"50,700"
1716,NE,Furnas County,13.4,"40,032"
1717,NE,Gage County,10.2,"50,746"
1718,NE,Garden County,14.8,"42,186"
1719,NE,Garfield County,11.9,"44,643"
1720,NE,Gosper County,9.1,"56,882"
1721,NE,Grant County,9.2,"56,646"
1722,NE,Greeley County,12.2,"44,920"
1723,NE,Hall County,13.5,"50,093"
1724,NE,Hamilton County,7.3,"65,103"
1725,NE,Harlan County,12.0,"47,844"
1726,NE,Hayes County,14.7,"50,516"
1727,NE,Hitchcock County,14.1,"43,054"
1728,NE,Holt County,11.9,"50,434"
1729,NE,Hooker County,8.1,"42,989"
1730,NE,Howard County,10.4,"52,464"
1731,NE,Jefferson County,12.3,"46,812"
1732,NE,Johnson County,13.2,"47,382"
1733,NE,Kearney County,8.6,"50,645"
1734,NE,Keith County,10.9,"46,888"
1735,NE,Keya Paha County,15.1,"45,886"
1736,NE,Kimball County,12.7,"45,769"
1737,NE,Knox County,13.7,"45,566"
1738,NE,Lancaster County,13.5,"54,422"
1739,NE,Lincoln County,12.3,"53,856"
1740,NE,Logan County,8.9,"51,098"
1741,NE,Loup County,15.3,"52,862"
1742,NE,McPherson County,12.1,"57,175"
1743,NE,Madison County,13.8,"51,330"
1744,NE,Merrick County,10.4,"51,219"
1745,NE,Morrill County,13.5,"49,082"
1746,NE,Nance County,13.2,"46,958"
1747,NE,Nemaha County,13.1,"52,034"
1748,NE,Nuckolls County,12.5,"41,956"
1749,NE,Otoe County,10.6,"53,015"
1750,NE,Pawnee County,13.2,"43,646"
1751,NE,Perkins County,10.1,"58,066"
1752,NE,Phelps County,10.4,"55,566"
1753,NE,Pierce County,9.4,"56,744"
1754,NE,Platte County,8.3,"58,554"
1755,NE,Polk County,7.9,"61,965"
1756,NE,Red Willow County,11.8,"49,308"
1757,NE,Richardson County,13.0,"44,648"
1758,NE,Rock County,14.2,"51,447"
1759,NE,Saline County,10.0,"55,850"
1760,NE,Sarpy County,5.8,"73,856"
1761,NE,Saunders County,8.8,"61,025"
1762,NE,Scotts Bluff County,15.1,"43,428"
1763,NE,Seward County,7.5,"62,455"
1764,NE,Sheridan County,14.3,"47,005"
1765,NE,Sherman County,12.5,"42,643"
1766,NE,Sioux County,14.0,"55,606"
1767,NE,Stanton County,8.5,"56,423"
1768,NE,Thayer County,10.2,"48,947"
1769,NE,Thomas County,12.6,"48,754"
1770,NE,Thurston County,25.6,"42,290"
1771,NE,Valley County,12.2,"49,929"
1772,NE,Washington County,6.7,"68,435"
1773,NE,Wayne County,12.0,"54,503"
1774,NE,Webster County,12.9,"40,444"
1775,NE,Wheeler County,11.4,"55,106"
1776,NE,York County,10.1,"59,500"
1777,NV,Nevada,14.9,"52,544"
1778,NV,Churchill County,13.1,"54,134"
1779,NV,Clark County,15.4,"51,624"
1780,NV,Douglas County,9.4,"63,620"
1781,NV,Elko County,9.9,"76,518"
1782,NV,Esmeralda County,14.7,"49,057"
1783,NV,Eureka County,9.5,"65,459"
1784,NV,Humboldt County,9.4,"68,060"
1785,NV,Lander County,10.8,"76,713"
1786,NV,Lincoln County,14.3,"51,788"
1787,NV,Lyon County,13.8,"51,934"
1788,NV,Mineral County,18.0,"42,164"
1789,NV,Nye County,17.5,"43,819"
1790,NV,Pershing County,18.3,"54,416"
1791,NV,Storey County,7.8,"61,594"
1792,NV,Washoe County,13.8,"56,457"
1793,NV,White Pine County,14.1,"54,975"
1794,NV,Carson City,16.4,"47,015"
1795,NH,New Hampshire,8.4,"70,003"
1796,NH,Belknap County,8.8,"63,377"
1797,NH,Carroll County,9.6,"54,351"
1798,NH,Cheshire County,9.9,"60,339"
1799,NH,Coos County,16.1,"40,286"
1800,NH,Grafton County,11.2,"57,827"
1801,NH,Hillsborough County,8.0,"73,474"
1802,NH,Merrimack County,8.3,"68,148"
1803,NH,Rockingham County,5.2,"87,103"
1804,NH,Strafford County,11.4,"60,931"
1805,NH,Sullivan County,11.2,"53,804"
1806,NJ,New Jersey,10.8,"72,337"
1807,NJ,Atlantic County,14.1,"53,296"
1808,NJ,Bergen County,7.1,"88,512"
1809,NJ,Burlington County,7.7,"74,844"
1810,NJ,Camden County,13.1,"63,589"
1811,NJ,Cape May County,10.5,"55,632"
1812,NJ,Cumberland County,17.2,"50,259"
1813,NJ,Essex County,16.8,"52,206"
1814,NJ,Gloucester County,7.7,"76,780"
1815,NJ,Hudson County,17.7,"60,053"
1816,NJ,Hunterdon County,5.0,"102,797"
1817,NJ,Mercer County,11.2,"72,172"
1818,NJ,Middlesex County,8.5,"78,249"
1819,NJ,Monmouth County,7.5,"86,722"
1820,NJ,Morris County,5.3,"101,754"
1821,NJ,Ocean County,10.9,"63,478"
1822,NJ,Passaic County,17.3,"55,723"
1823,NJ,Salem County,11.9,"63,988"
1824,NJ,Somerset County,5.5,"99,059"
1825,NJ,Sussex County,5.6,"84,431"
1826,NJ,Union County,10.6,"70,581"
1827,NJ,Warren County,7.7,"71,672"
1828,NM,New Mexico,19.8,"45,524"
1829,NM,Bernalillo County,19.0,"47,870"
1830,NM,Catron County,23.4,"36,570"
1831,NM,Chaves County,21.1,"39,265"
1832,NM,Cibola County,29.2,"35,580"
1833,NM,Colfax County,19.7,"37,269"
1834,NM,Curry County,21.7,"41,879"
1835,NM,DeBaca County,20.2,"33,427"
1836,NM,Dona Ana County,25.7,"39,421"
1837,NM,Eddy County,12.3,"60,407"
1838,NM,Grant County,20.5,"39,792"
1839,NM,Guadalupe County,23.9,"31,710"
1840,NM,Harding County,14.3,"39,561"
1841,NM,Hidalgo County,25.2,"34,336"
1842,NM,Lea County,14.3,"54,686"
1843,NM,Lincoln County,17.8,"40,297"
1844,NM,Los Alamos County,4.0,"107,126"
1845,NM,Luna County,30.9,"27,151"
1846,NM,McKinley County,34.1,"29,040"
1847,NM,Mora County,23.9,"31,816"
1848,NM,Otero County,23.0,"38,381"
1849,NM,Quay County,23.0,"29,047"
1850,NM,Rio Arriba County,24.2,"37,319"
1851,NM,Roosevelt County,20.4,"38,053"
1852,NM,Sandoval County,11.2,"62,833"
1853,NM,San Juan County,18.8,"49,173"
1854,NM,San Miguel County,28.7,"32,303"
1855,NM,Santa Fe County,13.1,"55,247"
1856,NM,Sierra County,28.7,"29,432"
1857,NM,Socorro County,23.5,"33,673"
1858,NM,Taos County,19.9,"37,092"
1859,NM,Torrance County,26.2,"35,950"
1860,NM,Union County,17.1,"36,715"
1861,NM,Valencia County,19.8,"42,395"
1862,NY,New York,15.5,"60,805"
1863,NY,Albany County,12.6,"57,312"
1864,NY,Allegany County,16.8,"44,331"
1865,NY,Bronx County,30.3,"35,102"
1866,NY,Broome County,17.7,"46,067"
1867,NY,Cattaraugus County,18.0,"40,933"
1868,NY,Cayuga County,12.7,"51,925"
1869,NY,Chautauqua County,17.2,"43,973"
1870,NY,Chemung County,14.9,"51,285"
1871,NY,Chenango County,14.3,"49,082"
1872,NY,Clinton County,17.5,"46,747"
1873,NY,Columbia County,13.6,"58,335"
1874,NY,Cortland County,16.2,"49,894"
1875,NY,Delaware County,16.9,"42,907"
1876,NY,Dutchess County,10.4,"71,348"
1877,NY,Erie County,15.6,"52,176"
1878,NY,Essex County,12.2,"52,282"
1879,NY,Franklin County,18.3,"45,682"
1880,NY,Fulton County,17.9,"46,543"
1881,NY,Genesee County,13.4,"53,771"
1882,NY,Greene County,16.4,"48,144"
1883,NY,Hamilton County,11.1,"47,997"
1884,NY,Herkimer County,12.7,"49,504"
1885,NY,Jefferson County,14.1,"50,179"
1886,NY,Kings County,22.3,"51,026"
1887,NY,Lewis County,14.0,"50,846"
1888,NY,Livingston County,13.2,"53,945"
1889,NY,Madison County,12.9,"58,094"
1890,NY,Monroe County,14.8,"54,204"
1891,NY,Montgomery County,18.4,"44,414"
1892,NY,Nassau County,6.1,"101,568"
1893,NY,New York County,17.6,"75,136"
1894,NY,Niagara County,15.5,"48,517"
1895,NY,Oneida County,18.0,"47,390"
1896,NY,Onondaga County,14.6,"57,114"
1897,NY,Ontario County,9.6,"58,085"
1898,NY,Orange County,12.1,"71,162"
1899,NY,Orleans County,14.2,"48,126"
1900,NY,Oswego County,17.4,"49,391"
1901,NY,Otsego County,16.8,"47,942"
1902,NY,Putnam County,6.0,"90,497"
1903,NY,Queens County,13.9,"60,241"
1904,NY,Rensselaer County,12.0,"60,117"
1905,NY,Richmond County,14.2,"71,058"
1906,NY,Rockland County,14.0,"84,249"
1907,NY,St. Lawrence County,18.5,"42,811"
1908,NY,Saratoga County,6.4,"75,029"
1909,NY,Schenectady County,12.0,"59,432"
1910,NY,Schoharie County,13.7,"50,588"
1911,NY,Schuyler County,12.5,"49,664"
1912,NY,Seneca County,14.1,"49,813"
1913,NY,Steuben County,15.4,"47,352"
1914,NY,Suffolk County,7.8,"87,634"
1915,NY,Sullivan County,18.1,"49,161"
1916,NY,Tioga County,11.7,"57,541"
1917,NY,Tompkins County,20.1,"55,839"
1918,NY,Ulster County,14.0,"58,328"
1919,NY,Warren County,11.3,"54,492"
1920,NY,Washington County,13.3,"51,188"
1921,NY,Wayne County,12.2,"51,273"
1922,NY,Westchester County,10.1,"85,688"
1923,NY,Wyoming County,13.3,"52,796"
1924,NY,Yates County,13.6,"46,392"
