,state,county,poverty_percent_16,median_household_income_16
1300,MI,Lake County,21.9,"33,708"
1301,MI,Lapeer County,10.8,"56,079"
1302,MI,Leelanau County,8.1,"62,174"
1303,MI,Lenawee County,12.5,"52,738"
1304,MI,Livingston County,5.8,"79,388"
1305,MI,Luce County,20.9,"41,881"
1306,MI,Mackinac County,13.7,"42,887"
1307,MI,Macomb County,11.0,"60,175"
1308,MI,Manistee County,14.2,"46,851"
1309,MI,Marquette County,15.1,"50,681"
1310,MI,Mason County,15.3,"46,624"
1311,MI,Mecosta County,20.7,"41,759"
1312,MI,Menominee County,13.0,"42,306"
1313,MI,Midland County,9.5,"58,526"
1314,MI,Missaukee County,14.7,"41,625"
1315,MI,Monroe County,10.0,"61,962"
1316,MI,Montcalm County,15.6,"46,877"
1317,MI,Montmorency County,17.0,"37,021"
1318,MI,Muskegon County,18.8,"44,473"
1319,MI,Newaygo County,17.2,"47,221"
1320,MI,Oakland County,8.7,"72,078"
1321,MI,Oceana County,18.0,"42,446"
1322,MI,Ogemaw County,17.3,"37,842"
1323,MI,Ontonagon County,15.8,"35,894"
1324,MI,Osceola County,19.1,"41,018"
1325,MI,Oscoda County,18.6,"36,181"
1326,MI,Otsego County,14.0,"50,061"
1327,MI,Ottawa County,9.0,"65,004"
1328,MI,Presque Isle County,14.7,"43,484"
1329,MI,Roscommon County,17.7,"37,817"
1330,MI,Saginaw County,17.8,"45,739"
1331,MI,St. Clair County,13.8,"52,178"
1332,MI,St. Joseph County,14.9,"48,271"
1333,MI,Sanilac County,15.5,"43,579"
1334,MI,Schoolcraft County,14.8,"42,883"
1335,MI,Shiawassee County,12.0,"52,716"
1336,MI,Tuscola County,13.6,"46,950"
1337,MI,Van Buren County,16.5,"48,518"
1338,MI,Washtenaw County,14.6,"66,040"
1339,MI,Wayne County,22.9,"43,570"
1340,MI,Wexford County,17.8,"40,485"
1341,MN,Minnesota,9.9,"65,583"
1342,MN,Aitkin County,13.1,"46,617"
1343,MN,Anoka County,6.8,"76,497"
1344,MN,Becker County,12.7,"55,780"
1345,MN,Beltrami County,18.3,"45,344"
1346,MN,Benton County,8.5,"53,675"
1347,MN,Big Stone County,11.9,"46,713"
1348,MN,Blue Earth County,15.0,"53,829"
1349,MN,Brown County,8.2,"56,049"
1350,MN,Carlton County,10.2,"58,509"
1351,MN,Carver County,4.3,"94,057"
1352,MN,Cass County,15.5,"49,585"
1353,MN,Chippewa County,8.9,"51,675"
1354,MN,Chisago County,6.7,"74,908"
1355,MN,Clay County,12.0,"59,937"
1356,MN,Clearwater County,16.5,"43,797"
1357,MN,Cook County,10.1,"48,884"
1358,MN,Cottonwood County,12.0,"47,437"
1359,MN,Crow Wing County,11.0,"51,803"
1360,MN,Dakota County,5.6,"79,111"
1361,MN,Dodge County,7.7,"68,238"
1362,MN,Douglas County,8.6,"55,257"
1363,MN,Faribault County,11.7,"49,176"
1364,MN,Fillmore County,12.3,"60,575"
1365,MN,Freeborn County,11.0,"48,943"
1366,MN,Goodhue County,7.7,"66,038"
1367,MN,Grant County,12.0,"51,274"
1368,MN,Hennepin County,10.9,"71,184"
1369,MN,Houston County,8.5,"58,201"
1370,MN,Hubbard County,13.1,"49,129"
1371,MN,Isanti County,7.7,"68,303"
1372,MN,Itasca County,13.3,"51,644"
1373,MN,Jackson County,8.7,"58,849"
1374,MN,Kanabec County,13.2,"51,347"
1375,MN,Kandiyohi County,11.5,"53,034"
1376,MN,Kittson County,11.0,"50,012"
1377,MN,Koochiching County,14.3,"49,393"
1378,MN,Lac qui Parle County,9.7,"49,669"
1379,MN,Lake County,9.1,"62,746"
1380,MN,Lake of the Woods County,10.9,"47,584"
1381,MN,Le Sueur County,8.4,"63,451"
1382,MN,Lincoln County,12.7,"46,405"
1383,MN,Lyon County,12.8,"52,989"
1384,MN,McLeod County,7.4,"58,393"
1385,MN,Mahnomen County,17.5,"41,640"
1386,MN,Marshall County,9.8,"54,651"
1387,MN,Martin County,12.1,"48,326"
1388,MN,Meeker County,7.1,"61,374"
1389,MN,Mille Lacs County,12.1,"53,407"
1390,MN,Morrison County,11.9,"51,422"
1391,MN,Mower County,13.2,"53,302"
1392,MN,Murray County,9.3,"52,373"
1393,MN,Nicollet County,8.0,"66,868"
1394,MN,Nobles County,11.6,"56,069"
1395,MN,Norman County,12.1,"49,572"
1396,MN,Olmsted County,8.6,"72,511"
1397,MN,Otter Tail County,10.5,"51,252"
1398,MN,Pennington County,9.8,"52,724"
1399,MN,Pine County,12.2,"50,962"
1400,MN,Pipestone County,10.9,"51,050"
1401,MN,Polk County,14.5,"50,893"
1402,MN,Pope County,9.1,"58,892"
1403,MN,Ramsey County,13.9,"60,287"
1404,MN,Red Lake County,9.8,"50,625"
1405,MN,Redwood County,9.1,"54,918"
1406,MN,Renville County,9.9,"56,724"
1407,MN,Rice County,9.7,"67,726"
1408,MN,Rock County,9.4,"57,518"
1409,MN,Roseau County,7.8,"55,879"
1410,MN,St. Louis County,14.7,"50,156"
1411,MN,Scott County,5.5,"91,046"
1412,MN,Sherburne County,6.3,"83,304"
1413,MN,Sibley County,9.1,"60,978"
1414,MN,Stearns County,11.7,"57,881"
1415,MN,Steele County,9.1,"60,619"
1416,MN,Stevens County,11.1,"58,179"
1417,MN,Swift County,10.2,"50,954"
1418,MN,Todd County,12.5,"46,255"
1419,MN,Traverse County,12.7,"50,416"
1420,MN,Wabasha County,7.6,"63,115"
1421,MN,Wadena County,14.6,"40,963"
1422,MN,Waseca County,9.3,"53,383"
1423,MN,Washington County,4.5,"90,755"
1424,MN,Watonwan County,11.3,"49,482"
1425,MN,Wilkin County,8.9,"54,373"
1426,MN,Winona County,11.5,"56,499"
1427,MN,Wright County,5.3,"76,256"
1428,MN,Yellow Medicine County,9.9,"55,690"
1429,MS,Mississippi,21.0,"41,793"
1430,MS,Adams County,31.4,"32,956"
1431,MS,Alcorn County,16.9,"38,675"
1432,MS,Amite County,24.0,"34,986"
1433,MS,Attala County,23.8,"31,722"
1434,MS,Benton County,25.3,"36,400"
1435,MS,Bolivar County,35.3,"29,633"
1436,MS,Calhoun County,21.9,"34,417"
1437,MS,Carroll County,17.4,"39,622"
1438,MS,Chickasaw County,22.2,"34,611"
1439,MS,Choctaw County,23.1,"36,194"
1440,MS,Claiborne County,38.2,"29,266"
1441,MS,Clarke County,20.9,"37,814"
1442,MS,Clay County,23.9,"34,408"
1443,MS,Coahoma County,41.2,"26,815"
1444,MS,Copiah County,27.1,"34,450"
1445,MS,Covington County,23.5,"33,348"
1446,MS,DeSoto County,10.2,"64,138"
1447,MS,Forrest County,25.4,"36,709"
1448,MS,Franklin County,20.2,"37,533"
1449,MS,George County,16.1,"50,705"
1450,MS,Greene County,24.1,"39,559"
1451,MS,Grenada County,22.5,"37,419"
1452,MS,Hancock County,17.2,"45,369"
1453,MS,Harrison County,20.5,"42,988"
1454,MS,Hinds County,20.8,"42,903"
1455,MS,Holmes County,42.5,"22,045"
1456,MS,Humphreys County,38.9,"25,506"
1457,MS,Issaquena County,40.5,"26,957"
1458,MS,Itawamba County,18.1,"40,644"
1459,MS,Jackson County,17.6,"53,288"
1460,MS,Jasper County,22.7,"34,806"
1461,MS,Jefferson County,33.7,"26,731"
1462,MS,Jefferson Davis County,26.9,"30,815"
1463,MS,Jones County,20.5,"40,283"
1464,MS,Kemper County,28.3,"31,018"
1465,MS,Lafayette County,20.7,"42,287"
1466,MS,Lamar County,12.6,"57,419"
1467,MS,Lauderdale County,23.7,"40,949"
1468,MS,Lawrence County,19.7,"42,291"
1469,MS,Leake County,24.9,"35,644"
1470,MS,Lee County,17.0,"43,834"
1471,MS,Leflore County,35.6,"27,573"
1472,MS,Lincoln County,20.0,"39,701"
1473,MS,Lowndes County,21.2,"44,142"
1474,MS,Madison County,12.0,"65,870"
1475,MS,Marion County,27.0,"33,416"
1476,MS,Marshall County,23.0,"37,561"
1477,MS,Monroe County,19.4,"38,208"
1478,MS,Montgomery County,24.2,"34,946"
1479,MS,Neshoba County,22.5,"37,195"
1480,MS,Newton County,21.7,"37,468"
1481,MS,Noxubee County,31.6,"29,330"
1482,MS,Oktibbeha County,28.3,"36,105"
1483,MS,Panola County,22.7,"35,570"
1484,MS,Pearl River County,18.6,"43,654"
1485,MS,Perry County,21.4,"38,064"
1486,MS,Pike County,30.1,"32,485"
1487,MS,Pontotoc County,18.4,"41,455"
1488,MS,Prentiss County,24.2,"36,558"
1489,MS,Quitman County,34.3,"26,210"
1490,MS,Rankin County,9.5,"62,284"
1491,MS,Scott County,22.6,"34,452"
1492,MS,Sharkey County,35.0,"27,880"
1493,MS,Simpson County,23.1,"39,568"
1494,MS,Smith County,18.9,"38,521"
1495,MS,Stone County,20.3,"41,884"
1496,MS,Sunflower County,35.1,"29,529"
1497,MS,Tallahatchie County,37.2,"29,233"
1498,MS,Tate County,17.2,"45,643"
1499,MS,Tippah County,24.8,"38,571"
1500,MS,Tishomingo County,17.6,"37,909"
1501,MS,Tunica County,31.3,"30,241"
1502,MS,Union County,13.1,"44,880"
1503,MS,Walthall County,24.1,"32,016"
1504,MS,Warren County,24.1,"41,162"
1505,MS,Washington County,34.2,"30,187"
1506,MS,Wayne County,25.3,"35,545"
1507,MS,Webster County,20.7,"39,192"
1508,MS,Wilkinson County,35.1,"26,390"
1509,MS,Winston County,23.0,"36,091"
1510,MS,Yalobusha County,22.9,"35,312"
1511,MS,Yazoo County,34.8,"31,773"
1512,MO,Missouri,14.0,"51,713"
1513,MO,Adair County,23.8,"36,819"
1514,MO,Andrew County,9.7,"53,356"
1515,MO,Atchison County,12.8,"45,966"
1516,MO,Audrain County,17.0,"42,463"
1517,MO,Barry County,21.4,"38,060"
1518,MO,Barton County,16.1,"40,349"
1519,MO,Bates County,13.8,"42,133"
1520,MO,Benton County,17.9,"36,413"
1521,MO,Bollinger County,17.4,"40,935"
1522,MO,Boone County,16.6,"52,824"
1523,MO,Buchanan County,17.8,"47,517"
1524,MO,Butler County,22.0,"35,494"
1525,MO,Caldwell County,12.7,"44,952"
1526,MO,Callaway County,11.6,"53,186"
1527,MO,Camden County,16.8,"47,373"
1528,MO,Cape Girardeau County,15.2,"50,227"
1529,MO,Carroll County,16.6,"44,581"
1530,MO,Carter County,21.2,"33,283"
1531,MO,Cass County,8.7,"64,422"
1532,MO,Cedar County,19.8,"35,998"
1533,MO,Chariton County,13.3,"44,229"
1534,MO,Christian County,10.7,"54,273"
1535,MO,Clark County,15.5,"43,975"
1536,MO,Clay County,8.4,"65,973"
1537,MO,Clinton County,10.4,"58,371"
1538,MO,Cole County,10.9,"55,767"
1539,MO,Cooper County,14.7,"47,187"
1540,MO,Crawford County,18.6,"41,139"
1541,MO,Dade County,17.5,"37,884"
1542,MO,Dallas County,18.6,"36,178"
1543,MO,Daviess County,16.9,"43,519"
1544,MO,DeKalb County,15.7,"46,835"
1545,MO,Dent County,19.8,"38,722"
1546,MO,Douglas County,19.8,"33,121"
1547,MO,Dunklin County,27.2,"33,237"
1548,MO,Franklin County,10.7,"55,496"
1549,MO,Gasconade County,12.1,"48,593"
1550,MO,Gentry County,14.6,"42,402"
1551,MO,Greene County,16.5,"42,802"
1552,MO,Grundy County,17.1,"40,303"
1553,MO,Harrison County,18.1,"39,021"
1554,MO,Henry County,20.7,"42,607"
1555,MO,Hickory County,19.3,"33,649"
1556,MO,Holt County,14.1,"42,240"
1557,MO,Howard County,15.9,"48,518"
1558,MO,Howell County,20.5,"36,323"
1559,MO,Iron County,22.4,"34,133"
1560,MO,Jackson County,15.5,"50,822"
1561,MO,Jasper County,17.5,"44,699"
1562,MO,Jefferson County,10.1,"61,508"
1563,MO,Johnson County,14.4,"50,257"
1564,MO,Knox County,18.9,"36,770"
1565,MO,Laclede County,15.7,"40,885"
1566,MO,Lafayette County,12.7,"52,065"
1567,MO,Lawrence County,14.9,"41,934"
1568,MO,Lewis County,16.9,"43,813"
1569,MO,Lincoln County,11.2,"56,833"
1570,MO,Linn County,16.1,"41,176"
1571,MO,Livingston County,17.6,"41,759"
1572,MO,McDonald County,21.4,"37,594"
1573,MO,Macon County,16.3,"40,603"
1574,MO,Madison County,18.0,"36,909"
1575,MO,Maries County,15.2,"43,192"
1576,MO,Marion County,14.5,"45,187"
1577,MO,Mercer County,13.6,"42,239"
1578,MO,Miller County,16.3,"41,274"
1579,MO,Mississippi County,28.4,"32,388"
1580,MO,Moniteau County,11.6,"50,241"
1581,MO,Monroe County,15.4,"41,630"
1582,MO,Montgomery County,15.6,"42,701"
1583,MO,Morgan County,19.6,"38,412"
1584,MO,New Madrid County,25.0,"33,037"
1585,MO,Newton County,14.3,"46,170"
1586,MO,Nodaway County,17.0,"44,923"
1587,MO,Oregon County,24.9,"30,126"
1588,MO,Osage County,8.6,"55,781"
1589,MO,Ozark County,25.3,"32,042"
1590,MO,Pemiscot County,30.9,"33,293"
1591,MO,Perry County,10.3,"51,922"
1592,MO,Pettis County,15.2,"42,089"
1593,MO,Phelps County,19.6,"40,738"
1594,MO,Pike County,18.0,"43,617"
1595,MO,Platte County,6.1,"77,933"
1596,MO,Polk County,16.8,"44,357"
1597,MO,Pulaski County,14.2,"50,870"
1598,MO,Putnam County,17.5,"40,150"
1599,MO,Ralls County,10.9,"51,564"
1600,MO,Randolph County,16.1,"43,386"
1601,MO,Ray County,11.0,"57,589"
1602,MO,Reynolds County,22.1,"33,487"
1603,MO,Ripley County,27.7,"30,796"
1604,MO,St. Charles County,5.2,"80,696"
1605,MO,St. Clair County,20.7,"35,683"
1606,MO,Ste. Genevieve County,11.7,"57,701"
1607,MO,St. Francois County,16.3,"42,851"
1608,MO,St. Louis County,9.2,"62,756"
1609,MO,Saline County,15.9,"43,095"
1610,MO,Schuyler County,19.8,"38,134"
1611,MO,Scotland County,16.1,"39,399"
1612,MO,Scott County,18.4,"41,738"
1613,MO,Shannon County,26.4,"29,499"
1614,MO,Shelby County,16.6,"40,679"
1615,MO,Stoddard County,19.1,"37,694"
1616,MO,Stone County,12.9,"43,092"
1617,MO,Sullivan County,17.0,"40,770"
1618,MO,Taney County,17.0,"38,268"
1619,MO,Texas County,29.9,"33,879"
1620,MO,Vernon County,17.5,"39,036"
1621,MO,Warren County,11.8,"54,756"
1622,MO,Washington County,22.0,"35,745"
1623,MO,Wayne County,26.0,"30,793"
1624,MO,Webster County,16.7,"46,989"
1625,MO,Worth County,14.2,"41,338"
1626,MO,Wright County,24.2,"32,722"
1627,MO,St. Louis city,24.3,"39,954"
1628,MT,Montana,13.4,"50,265"
1629,MT,Beaverhead County,14.4,"40,218"
1630,MT,Big Horn County,25.5,"39,445"
1631,MT,Blaine County,24.3,"36,852"
1632,MT,Broadwater County,10.6,"50,791"
1633,MT,Carbon County,10.3,"53,794"
1634,MT,Carter County,13.8,"47,280"
1635,MT,Cascade County,14.2,"45,569"
1636,MT,Chouteau County,15.7,"40,718"
1637,MT,Custer County,11.4,"48,935"
1638,MT,Daniels County,10.3,"49,333"
1639,MT,Dawson County,11.2,"55,312"
1640,MT,Deer Lodge County,18.6,"38,394"
1641,MT,Fallon County,8.5,"54,158"
1642,MT,Fergus County,14.6,"45,520"
1643,MT,Flathead County,12.3,"50,249"
1644,MT,Gallatin County,11.4,"60,439"
1645,MT,Garfield County,13.8,"43,328"
1646,MT,Glacier County,28.3,"37,207"
1647,MT,Golden Valley County,18.3,"38,276"
1648,MT,Granite County,13.1,"43,469"
1649,MT,Hill County,19.5,"41,705"
1650,MT,Jefferson County,8.8,"62,734"
1651,MT,Judith Basin County,13.4,"44,607"
1652,MT,Lake County,19.2,"40,888"
1653,MT,Lewis and Clark County,10.4,"60,370"
1654,MT,Liberty County,20.2,"38,535"
1655,MT,Lincoln County,18.7,"37,793"
1656,MT,McCone County,15.6,"46,001"
1657,MT,Madison County,11.2,"51,252"
1658,MT,Meagher County,18.3,"39,284"
1659,MT,Mineral County,17.8,"39,933"
1660,MT,Missoula County,15.2,"47,086"
1661,MT,Musselshell County,17.4,"42,103"
1662,MT,Park County,11.7,"45,405"
1663,MT,Petroleum County,15.1,"43,230"
1664,MT,Phillips County,15.5,"42,550"
1665,MT,Pondera County,18.4,"39,984"
1666,MT,Powder River County,10.7,"47,996"
1667,MT,Powell County,17.5,"44,863"
1668,MT,Prairie County,12.1,"43,592"
1669,MT,Ravalli County,13.8,"44,851"
1670,MT,Richland County,7.5,"65,277"
1671,MT,Roosevelt County,23.9,"40,129"
1672,MT,Rosebud County,16.6,"53,946"
1673,MT,Sanders County,17.6,"38,486"
1674,MT,Sheridan County,10.6,"49,112"
1675,MT,Silver Bow County,15.5,"45,231"
1676,MT,Stillwater County,8.4,"59,905"
1677,MT,Sweet Grass County,9.8,"49,666"
1678,MT,Teton County,14.1,"46,185"
1679,MT,Toole County,16.8,"42,689"
1680,MT,Treasure County,10.3,"50,770"
1681,MT,Valley County,12.5,"47,028"
1682,MT,Wheatland County,19.0,"37,360"
1683,MT,Wibaux County,10.9,"47,908"
1684,MT,Yellowstone County,8.8,"57,351"
1685,NE,Nebraska,11.3,"56,979"
1686,NE,Adams County,12.7,"48,010"
1687,NE,Antelope County,11.3,"48,799"
1688,NE,Arthur County,11.9,"44,511"
1689,NE,Banner County,12.5,"51,049"
1690,NE,Blaine County,15.5,"48,974"
1691,NE,Boone County,10.1,"52,844"
1692,NE,Box Butte County,11.5,"56,537"
1693,NE,Boyd County,14.7,"41,461"
1694,NE,Brown County,13.8,"44,709"
1695,NE,Buffalo County,11.2,"57,036"
1696,NE,Burt County,10.7,"51,054"
1697,NE,Butler County,8.9,"55,285"
1698,NE,Cass County,7.6,"63,707"
1699,NE,Cedar County,9.4,"53,864"
1700,NE,Chase County,9.3,"51,695"
1701,NE,Cherry County,11.9,"48,933"
1702,NE,Cheyenne County,9.4,"52,565"
1703,NE,Clay County,11.3,"51,712"
1704,NE,Colfax County,9.8,"50,901"
1705,NE,Cuming County,8.7,"56,419"
1706,NE,Custer County,11.6,"47,199"
1707,NE,Dakota County,12.0,"53,332"
1708,NE,Dawes County,16.9,"44,496"
1709,NE,Dawson County,12.7,"51,688"
1710,NE,Deuel County,11.5,"48,546"
1711,NE,Dixon County,8.5,"52,436"
1712,NE,Dodge County,11.7,"51,704"
1713,NE,Douglas County,12.4,"59,226"
1714,NE,Dundy County,12.4,"43,459"
1715,NE,Fillmore County,9.8,"53,037"
1716,NE,Franklin County,13.3,"45,456"
1717,NE,Frontier County,12.5,"55,089"
1718,NE,Furnas County,14.0,"44,219"
1719,NE,Gage County,11.3,"44,166"
1720,NE,Garden County,16.3,"38,701"
1721,NE,Garfield County,12.8,"44,016"
1722,NE,Gosper County,9.8,"55,373"
1723,NE,Grant County,10.0,"55,830"
1724,NE,Greeley County,14.3,"45,429"
1725,NE,Hall County,12.7,"52,315"
1726,NE,Hamilton County,7.7,"63,996"
1727,NE,Harlan County,12.1,"45,626"
1728,NE,Hayes County,16.8,"46,401"
1729,NE,Hitchcock County,12.9,"43,502"
1730,NE,Holt County,10.6,"54,055"
1731,NE,Hooker County,8.2,"47,526"
1732,NE,Howard County,10.5,"54,803"
1733,NE,Jefferson County,10.7,"47,750"
1734,NE,Johnson County,12.6,"47,592"
1735,NE,Kearney County,9.1,"66,321"
1736,NE,Keith County,12.8,"46,431"
1737,NE,Keya Paha County,16.1,"47,282"
1738,NE,Kimball County,13.0,"45,091"
1739,NE,Knox County,12.9,"46,647"
1740,NE,Lancaster County,12.2,"58,873"
1741,NE,Lincoln County,9.4,"57,445"
1742,NE,Logan County,10.3,"50,979"
1743,NE,Loup County,16.0,"47,918"
1744,NE,McPherson County,12.2,"49,265"
1745,NE,Madison County,14.3,"49,625"
1746,NE,Merrick County,10.4,"52,112"
1747,NE,Morrill County,16.5,"44,398"
1748,NE,Nance County,12.5,"47,579"
1749,NE,Nemaha County,13.4,"49,242"
1750,NE,Nuckolls County,12.5,"41,840"
1751,NE,Otoe County,9.5,"55,030"
1752,NE,Pawnee County,15.4,"42,389"
1753,NE,Perkins County,10.6,"59,732"
1754,NE,Phelps County,9.2,"57,432"
1755,NE,Pierce County,9.6,"55,586"
1756,NE,Platte County,9.0,"59,288"
1757,NE,Polk County,8.0,"53,881"
1758,NE,Red Willow County,10.7,"48,783"
1759,NE,Richardson County,12.4,"45,256"
1760,NE,Rock County,13.8,"48,802"
1761,NE,Saline County,11.5,"51,222"
1762,NE,Sarpy County,5.8,"74,374"
1763,NE,Saunders County,7.4,"66,330"
1764,NE,Scotts Bluff County,15.9,"46,641"
1765,NE,Seward County,7.9,"66,102"
1766,NE,Sheridan County,16.2,"41,128"
1767,NE,Sherman County,12.3,"43,657"
1768,NE,Sioux County,15.5,"48,891"
1769,NE,Stanton County,7.6,"57,857"
1770,NE,Thayer County,11.2,"48,668"
1771,NE,Thomas County,13.9,"49,449"
1772,NE,Thurston County,25.3,"43,737"
1773,NE,Valley County,11.6,"43,405"
1774,NE,Washington County,7.0,"70,727"
1775,NE,Wayne County,12.0,"52,764"
1776,NE,Webster County,12.9,"41,616"
1777,NE,Wheeler County,11.4,"46,838"
1778,NE,York County,10.5,"53,960"
1779,NV,Nevada,14.1,"55,201"
1780,NV,Churchill County,14.2,"50,292"
1781,NV,Clark County,14.6,"54,455"
1782,NV,Douglas County,9.7,"61,988"
1783,NV,Elko County,10.4,"70,242"
1784,NV,Esmeralda County,14.8,"48,693"
1785,NV,Eureka County,9.9,"67,590"
1786,NV,Humboldt County,11.9,"68,999"
1787,NV,Lander County,11.9,"71,814"
1788,NV,Lincoln County,14.1,"49,874"
1789,NV,Lyon County,11.9,"51,344"
1790,NV,Mineral County,18.2,"41,892"
1791,NV,Nye County,15.9,"48,001"
1792,NV,Pershing County,17.5,"56,984"
1793,NV,Storey County,7.8,"60,066"
1794,NV,Washoe County,12.5,"58,253"
1795,NV,White Pine County,14.7,"54,832"
1796,NV,Carson City,13.0,"52,253"
1797,NH,New Hampshire,7.6,"70,986"
1798,NH,Belknap County,10.0,"57,779"
1799,NH,Carroll County,10.5,"56,836"
1800,NH,Cheshire County,8.6,"57,286"
1801,NH,Coos County,13.8,"45,127"
1802,NH,Grafton County,10.3,"60,335"
1803,NH,Hillsborough County,8.0,"75,997"
1804,NH,Merrimack County,7.4,"69,320"
1805,NH,Rockingham County,4.2,"82,016"
1806,NH,Strafford County,7.7,"69,467"
1807,NH,Sullivan County,9.5,"58,021"
1808,NJ,New Jersey,10.4,"76,212"
1809,NJ,Atlantic County,14.2,"55,672"
1810,NJ,Bergen County,6.9,"93,205"
1811,NJ,Burlington County,6.2,"80,081"
1812,NJ,Camden County,12.0,"65,838"
1813,NJ,Cape May County,11.9,"59,181"
1814,NJ,Cumberland County,18.4,"48,867"
1815,NJ,Essex County,16.3,"54,879"
1816,NJ,Gloucester County,7.8,"79,332"
1817,NJ,Hudson County,15.6,"63,157"
1818,NJ,Hunterdon County,4.5,"113,336"
1819,NJ,Mercer County,11.1,"76,988"
1820,NJ,Middlesex County,8.6,"82,183"
1821,NJ,Monmouth County,7.1,"89,968"
1822,NJ,Morris County,5.4,"107,019"
1823,NJ,Ocean County,11.0,"62,276"
1824,NJ,Passaic County,17.2,"61,517"
1825,NJ,Salem County,12.6,"56,071"
1826,NJ,Somerset County,5.2,"104,668"
1827,NJ,Sussex County,6.0,"87,549"
1828,NJ,Union County,10.6,"71,801"
1829,NJ,Warren County,8.3,"74,834"
1830,NM,New Mexico,19.1,"46,844"
1831,NM,Bernalillo County,16.2,"50,599"
1832,NM,Catron County,23.2,"34,868"
1833,NM,Chaves County,22.0,"40,573"
1834,NM,Cibola County,26.9,"36,651"
1835,NM,Colfax County,21.4,"38,426"
1836,NM,Curry County,18.9,"43,450"
1837,NM,DeBaca County,21.2,"32,820"
1838,NM,Dona Ana County,25.6,"38,287"
1839,NM,Eddy County,15.2,"57,287"
1840,NM,Grant County,22.8,"39,750"
1841,NM,Guadalupe County,25.1,"31,547"
1842,NM,Harding County,14.3,"37,027"
1843,NM,Hidalgo County,26.7,"33,605"
1844,NM,Lea County,18.0,"52,213"
1845,NM,Lincoln County,18.2,"41,214"
1846,NM,Los Alamos County,4.0,"114,670"
1847,NM,Luna County,27.6,"28,227"
1848,NM,McKinley County,34.4,"31,505"
1849,NM,Mora County,25.2,"34,602"
1850,NM,Otero County,20.5,"41,995"
1851,NM,Quay County,24.6,"28,996"
1852,NM,Rio Arriba County,22.5,"37,174"
1853,NM,Roosevelt County,22.3,"37,122"
1854,NM,Sandoval County,14.5,"58,621"
1855,NM,San Juan County,17.4,"50,847"
1856,NM,San Miguel County,25.7,"31,734"
1857,NM,Santa Fe County,14.0,"57,469"
1858,NM,Sierra County,27.0,"30,467"
1859,NM,Socorro County,25.4,"33,239"
1860,NM,Taos County,22.4,"34,075"
1861,NM,Torrance County,27.3,"36,347"
1862,NM,Union County,20.1,"37,787"
1863,NM,Valencia County,18.6,"43,819"
1864,NY,New York,14.8,"62,700"
1865,NY,Albany County,12.1,"61,634"
1866,NY,Allegany County,18.4,"45,226"
1867,NY,Bronx County,28.6,"37,355"
1868,NY,Broome County,16.5,"49,927"
1869,NY,Cattaraugus County,14.6,"46,224"
1870,NY,Cayuga County,12.5,"53,437"
1871,NY,Chautauqua County,19.2,"42,664"
1872,NY,Chemung County,15.2,"50,722"
1873,NY,Chenango County,15.2,"45,193"
1874,NY,Clinton County,14.4,"53,392"
1875,NY,Columbia County,12.7,"57,579"
1876,NY,Cortland County,16.4,"51,810"
1877,NY,Delaware County,17.5,"45,381"
1878,NY,Dutchess County,9.2,"73,680"
1879,NY,Erie County,14.2,"54,175"
1880,NY,Essex County,12.6,"50,506"
1881,NY,Franklin County,18.4,"49,062"
1882,NY,Fulton County,15.0,"45,982"
1883,NY,Genesee County,11.4,"54,211"
1884,NY,Greene County,16.4,"49,860"
1885,NY,Hamilton County,10.2,"52,134"
1886,NY,Herkimer County,16.3,"49,633"
1887,NY,Jefferson County,15.3,"46,206"
1888,NY,Kings County,20.6,"54,793"
1889,NY,Lewis County,15.8,"48,314"
1890,NY,Livingston County,13.9,"54,256"
1891,NY,Madison County,11.1,"57,703"
1892,NY,Monroe County,14.7,"54,684"
1893,NY,Montgomery County,19.9,"42,193"
1894,NY,Nassau County,6.1,"105,486"
1895,NY,New York County,17.2,"77,214"
1896,NY,Niagara County,12.6,"50,328"
1897,NY,Oneida County,16.3,"52,404"
1898,NY,Onondaga County,14.6,"56,853"
1899,NY,Ontario County,9.6,"58,320"
1900,NY,Orange County,12.6,"71,963"
1901,NY,Orleans County,15.2,"50,750"
1902,NY,Oswego County,17.2,"52,621"
1903,NY,Otsego County,14.7,"50,034"
1904,NY,Putnam County,6.0,"96,267"
1905,NY,Queens County,13.3,"61,844"
1906,NY,Rensselaer County,11.6,"63,174"
1907,NY,Richmond County,13.2,"75,524"
1908,NY,Rockland County,14.4,"84,358"
1909,NY,St. Lawrence County,17.5,"50,897"
1910,NY,Saratoga County,6.3,"75,904"
1911,NY,Schenectady County,11.4,"57,923"
1912,NY,Schoharie County,12.7,"50,244"
1913,NY,Schuyler County,15.0,"48,109"
1914,NY,Seneca County,13.5,"48,998"
1915,NY,Steuben County,13.2,"50,190"
1916,NY,Suffolk County,7.6,"92,310"
1917,NY,Sullivan County,16.9,"49,016"
1918,NY,Tioga County,12.7,"55,643"
1919,NY,Tompkins County,18.5,"55,778"
1920,NY,Ulster County,13.9,"61,421"
1921,NY,Warren County,11.7,"55,769"
1922,NY,Washington County,11.1,"51,052"
1923,NY,Wayne County,10.4,"58,521"
1924,NY,Westchester County,10.0,"89,380"
1925,NY,Wyoming County,10.0,"56,089"
1926,NY,Yates County,14.1,"48,820"
1927,NC,North Carolina,15.4,"50,595"
1928,NC,Alamance County,16.1,"46,060"
1929,NC,Alexander County,15.0,"46,385"
